gene,logFC,logCPM,P.Value,adj.P.Val
RP24-148D3.3,-0.22453904,-2.774044334,1,1
Gm11702,-0.224521372,-1.804218141,0.801447966,1
Gm3667,-0.224488217,-0.973545493,0.684542926,1
Dnd1,-0.224474171,0.468775878,0.571543758,1
Gm11841,0.37224179,-2.490058448,0.840938923,1
Tead3,-0.224448263,1.938447598,0.347161628,1
Grin3a,-0.224446402,5.371624075,0.071747633,0.618191733
Gm8121,1.697170353,-3.208847357,0.449498774,1
Dnaic1,-0.224259414,2.165475866,0.290968423,0.982492329
Nedd9,-0.224243039,3.70753739,0.145741117,0.793255989
2310022B05Rik,-0.224172433,6.778956486,0.083758604,0.651400302
Zfp52,-0.223854465,1.959366004,0.307736808,0.989322773
Abcd2,-0.22378496,4.74534595,0.064920259,0.59677727
Pfkfb1,-0.223739707,-0.597770805,0.577112291,1
Gm30731,-0.223689514,-0.29702227,0.581077011,1
Rora,-0.223670337,5.943239361,0.107104243,0.712984856
Srsf10,-0.223645506,6.014554606,0.051737022,0.540192456
Cldn7,-0.223518509,-2.773310322,1,1
Gm16332,-0.22347686,-2.77344534,1,1
Lamr1-ps1,-0.22334261,1.521671818,0.343539884,1
Dhrs13,-0.223157604,2.019740505,0.301096799,0.982492329
Fbln1,-0.223105958,4.314049409,0.136005238,0.781850598
Gm26728,-0.223100769,-2.208627918,0.871995191,1
Ptger2,-0.858615786,-1.516282668,0.125712269,0.756417499
Ppp2r2a,-0.223026897,6.527494917,0.015111215,0.290161881
Gm15527,-0.222832647,-2.773129203,1,1
Gm5401,-0.222793819,-2.773565671,1,1
Gm8013,0.904206458,-3.127122959,0.727542801,1
Otop1,-0.222777897,-2.773646981,1,1
Arhgap35,-0.222755944,7.950311502,0.010650995,0.237639418
Tmem35a,-0.222733035,5.455390414,0.030355289,0.415211542
Unc13d,-0.222550602,0.778650893,0.483506211,1
Gm12123,-0.222480592,-2.773511975,1,1
Gm43328,-0.222365201,1.210357488,0.405991689,1
Mesp1,0.583183921,-2.541415954,0.658360744,1
Slc22a8,-0.221919697,4.213909144,0.24615141,0.948736799
Arsa,-0.221911009,4.914451417,0.048526275,0.520435877
Tmem164,-0.221887279,4.347357007,0.090982364,0.6697069
D430001F17Rik,-0.221780116,-2.773665618,1,1
Gm42868,-0.22174426,-2.773800614,1,1
Trim62,-0.221737426,4.650889258,0.082442647,0.647653767
Gm6013,-0.221640278,0.051158841,0.56026229,1
Atic,-0.221598055,4.784146152,0.056008567,0.561690409
Ccdc40,-0.22155937,1.462048067,0.426245202,1
Zfp551,-0.221529529,2.068530882,0.289835173,0.982492329
RP23-449K22.2,-0.221521513,-2.773833926,1,1
RP23-39C23.2,-0.221515847,-2.773066517,1,1
Tspan10,-0.221515847,-2.773066517,1,1
Gm26779,-0.22129166,0.727863603,0.518916065,1
Exd1,-0.221238932,0.496565463,0.46931684,1
Gpr165,-0.221167403,2.209591269,0.316398631,0.993843158
Crygs,-0.221090769,-2.77301851,1,1
Gm14419,-0.220991406,-2.77381925,1,1
Gm6275,1.33332744,-2.773271707,0.300443295,0.982492329
Slc35g1,-0.220946097,1.540502151,0.372519714,1
Gm38293,-0.220840591,-2.773623326,1,1
Nxf7,0.800009358,-3.390460459,1,1
Ephb3,-0.220686368,4.195185984,0.102201201,0.700697263
Rpl15-ps5,-0.220555718,-2.773138866,1,1
Gm20559,-0.220552725,1.180959743,0.488484164,1
Sgf29,-0.220535561,3.20519259,0.15696167,0.814429403
Gm6377,-0.220468355,-2.773220192,1,1
Cntn4,-0.220334799,4.304245909,0.127450687,0.759999624
Gm29707,-0.220275031,-2.773388535,1,1
Prickle1,-0.220261062,6.437698591,0.030426371,0.41541816
Smco1,0.883984326,-2.296684704,0.314546021,0.993798242
B130055M24Rik,-0.22011346,1.586079301,0.361227083,1
Plg,-0.220051924,-2.773804574,1,1
2310034O05Rik,-0.220034296,-2.773858262,1,1
Trp53tg5,-0.219989347,-1.743349576,0.793067561,1
Rasa3,-0.219944096,6.414768874,0.018903603,0.324832767
2610020H08Rik,-0.219867918,0.160718882,0.558676271,1
Pcbd1,-0.219674585,2.14099998,0.271783538,0.970490908
Gm13904,2.235307312,-3.048610481,0.151432085,0.800935612
Gm7507,-0.219623405,-2.77350887,1,1
Pcdhga5,-0.219469868,3.443016336,0.141366774,0.788786779
Htr5a,-0.219468845,3.819875936,0.158859354,0.817876484
Gm9574,0.593512628,-2.29600561,0.613726713,1
Micall1,-0.219349614,5.477071669,0.03149495,0.42155166
Zfp36l2,-0.219234711,5.426375035,0.043621064,0.495947309
Pcdh17,-0.219230866,6.562691442,0.025001694,0.380020622
Mettl15,-0.21920787,2.302991178,0.266845317,0.966418542
Fmn2,-0.219150547,6.376971526,0.019433894,0.330343928
Gmds,-0.219100622,2.852080153,0.199474885,0.880507438
Wdr63,-0.655176664,1.412300898,0.028342239,0.401810284
RP23-390F4.1,-0.219058015,-0.940232973,0.637118437,1
Limch1,-0.218931747,6.888810147,0.014922928,0.288146991
Pnmal1,-0.218926335,7.472756833,0.014783999,0.287290645
Tbl2,-0.218773267,5.012524371,0.066156462,0.600385355
Man1c1,-0.218748967,5.159347802,0.049163891,0.523159152
Map10,-0.218635919,2.397649651,0.269421985,0.970165302
Tst,-0.218530299,4.573831638,0.101919392,0.700568531
Il10rb,-0.218522918,3.009895494,0.241859074,0.944579822
Rsph1,-0.218514268,2.317848499,0.271895652,0.970490908
Hk3,-0.218410147,1.023348332,0.451084007,1
Adarb1,-0.218224113,7.618904997,0.018221581,0.318599624
Foxd1,-0.218172954,1.947736929,0.46252463,1
Gm13315,-0.218141182,-2.773446194,1,1
Gm26706,-0.217984469,-2.773595882,1,1
Mov10l1,-0.217907559,-2.773958196,1,1
RP23-464F18.3,-0.217826074,-1.438696164,0.754918802,1
Snx3,-0.217745506,7.037961394,0.014786708,0.287290645
Igfbp7,-0.21774267,4.786665503,0.169583628,0.836395426
Mki67,-0.217707218,1.370042184,0.403067609,1
Spire2,-0.217693029,4.113642592,0.098813886,0.693108403
Gnal,-0.217648232,6.912138784,0.023866341,0.369972173
Wdtc1,-0.21757831,6.967226621,0.02058852,0.341783848
Prrx2,-0.217561576,0.235914741,0.645784856,1
Nacc2,-0.217480924,7.105774692,0.016551607,0.303390407
Gm5741,-1.873499127,-0.162120135,0.002519749,0.098971967
Gm13370,2.790902605,-2.837142234,0.037683466,0.460640722
Oas1g,-0.217420846,-1.742000324,0.797743043,1
Zc3h7b,-0.217340676,8.01755277,0.014551365,0.284546082
Gm6410,0.020059661,-3.489410563,1,1
Boc,-0.217282543,4.209259673,0.086071536,0.660103314
Zfp455,-0.217138454,1.587150895,0.354165963,1
Tmem101,-0.217083265,3.570464456,0.134814427,0.779118619
Sirt2,-0.216939738,7.125438956,0.015602658,0.295080431
Gfod1,-0.216934285,7.18371856,0.015086919,0.290036225
Spty2d1,-0.216533401,4.641353597,0.089529461,0.669319395
Ddah1,-0.216450053,6.771215468,0.017011512,0.307064567
Rbm41,-0.216386007,2.674290972,0.223944454,0.923041797
Abcb7,-0.216316309,5.177989215,0.039701155,0.47016844
Dlx2,-0.216258497,3.199388449,0.181738698,0.857799091
Snx18,-0.216193339,5.067728724,0.04875724,0.521482148
Txnrd1,-0.21609984,5.797877285,0.027472801,0.398236736
Cd7,-0.216096918,-1.742520936,0.77554319,1
Lap3,-0.21608942,5.457366773,0.042034012,0.486879068
Shisa3,-0.216082691,-0.295809488,0.676119873,1
Mmp24,-0.215922369,5.673557873,0.030233669,0.413964015
Dbx2,-0.21591651,4.588527751,0.089344027,0.668788994
Ttc39a,-0.21591285,1.409079857,0.410709166,1
Elfn1,-0.215906011,5.012859353,0.096755381,0.685819132
Unc5d,-0.215713209,4.867782254,0.07397372,0.624167594
Tcp10b,-0.215647756,-1.743095434,0.787275833,1
4930402H24Rik,-0.215626766,6.975610742,0.02408763,0.371305134
Map3k13,-0.21551584,4.716637439,0.083841279,0.651487189
Sox4,-0.21546587,3.860866526,0.148882311,0.798025079
Ficd,-0.215410437,4.129590173,0.093557587,0.678222926
Plekhb1,-0.215386229,8.395537679,0.04097632,0.479113153
Tnrc18,-0.215367588,7.24725254,0.01997182,0.336406531
Dnah1,-0.215342371,3.443181522,0.159485956,0.819233046
Tjap1,-0.215060321,4.172832011,0.148080479,0.798025079
Adam33,-0.215043342,0.486245614,0.589520496,1
Nedd4,-0.215011465,8.852988445,0.013039206,0.267997627
Efcab11,-0.215011213,-1.742030429,0.776486424,1
Lyn,-0.215005504,3.193831499,0.180893331,0.855389304
Gm10125,-0.214868878,0.991637384,0.42848182,1
Pcdh18,-0.214862621,2.187962149,0.306527422,0.98783986
Klc4,-0.214761877,3.990489203,0.109407236,0.719607557
Nuak1,-0.214757344,6.531369012,0.040661447,0.476865393
Celf6,-0.214740972,4.591201484,0.078021358,0.635280101
Moxd1,-0.214739598,3.18782018,0.190740081,0.874914405
Erbin,-0.214464786,6.852479145,0.026317557,0.389082421
Gm5561,-0.214249895,1.189883413,0.427861132,1
Gm10221,-0.214225699,0.8584572,0.468352898,1
Nacad,-0.214040556,5.606655918,0.064341871,0.594884099
Igfbp5,-0.213974534,8.25265523,0.024521153,0.375402574
Gm28643,-0.213933565,-2.126921139,0.883099648,1
Adi1,-0.213887156,4.664912379,0.067736669,0.60533335
Gab2,-0.213725096,4.718536895,0.085247876,0.657452714
Klhl13,-0.21361875,4.689302115,0.070621057,0.616503127
Sos2,-0.213438841,5.396677001,0.043988868,0.497043162
Cyb5d1,-0.21341559,3.641700371,0.129328607,0.764189338
Gm29395,0.022692677,-3.48953908,1,1
Nrde2,-0.213271788,4.108033372,0.11998366,0.739924025
Dpysl5,-0.212932016,5.076706404,0.114873965,0.729189442
Bbs9,-0.212896865,3.468934658,0.151317136,0.800935612
Lpar4,-0.212815775,1.533829771,0.395100141,1
Plppr5,-0.212786203,5.712376491,0.037216319,0.459775339
Adar,-0.212707273,7.099276493,0.047643986,0.517505701
Gabrd,-0.212683436,4.549584472,0.128768427,0.763514167
Apba1,-0.212615591,8.155547399,0.02186114,0.354413483
Tram1l1,-0.212519554,4.815353187,0.057748662,0.569123311
Gm44899,-0.212488796,0.006239737,0.609741197,1
Il17d,-0.21248347,4.398955058,0.138864165,0.785536424
Rap1gap,-0.212405554,7.726333203,0.03070267,0.416567095
2010109I03Rik,2.629139161,-2.904063529,0.072379762,0.61945495
Tmem11,-0.212108989,4.550847858,0.092747195,0.675382195
Antxr1,-0.211826326,4.478124361,0.132264902,0.772656022
Pcdha7,-0.211816474,0.821410437,0.448348582,1
Smagp,-0.211689409,1.177970863,0.453801937,1
Atf7,-0.211650624,5.246353442,0.059383872,0.575279019
Marcks,-0.211632886,7.238074212,0.020815667,0.343314678
6430571L13Rik,-0.2116255,1.724282741,0.371563932,1
Zmiz1,-0.211624611,7.547372859,0.032290202,0.426828916
Lman2,-0.211534932,6.545436311,0.019828102,0.334399588
Pde8a,-0.211444394,4.695224878,0.070797742,0.616953077
Clec14a,-0.211430727,2.812133515,0.356701704,1
Rbm14,-0.211399588,4.802692952,0.073447694,0.621656169
Dydc2,0.109586076,-0.503469275,0.887738418,1
Lhfpl1,-0.211158313,0.208980675,0.625382028,1
Gm21984,-0.211020446,2.451248981,0.288907375,0.982492329
Tbc1d31,-0.210882715,2.658140354,0.244442806,0.94593875
Fn3k,-0.210869845,4.491607527,0.107403148,0.714097138
Zdhhc6,-0.210863715,4.13154678,0.10052241,0.695803647
Kctd12b,-0.210775769,2.434659716,0.257967182,0.959795884
Col28a1,-0.210640783,-0.905126214,0.652012575,1
Stk33,-0.210537634,1.026695711,0.494986226,1
Gm12416,-0.210505523,-1.390140508,0.730970535,1
Spred1,-0.210496962,7.289114592,0.018929543,0.324832767
Cdk5r1,-0.210484014,8.014763382,0.016244039,0.30017837
Hspa4l,-0.210458616,7.265652926,0.025764085,0.384657727
Kctd11,-0.210399208,1.455481123,0.403988504,1
Cd200,-0.210349391,5.916405308,0.027721305,0.399381009
9930021J03Rik,-0.210343857,6.339450109,0.029684857,0.410371659
Rrh,0.492391828,0.147869561,0.222916384,0.921315514
Tmco3,-0.210315795,5.067575192,0.051931156,0.541248654
Thap2,-0.210308095,4.41416803,0.118694831,0.735124755
Zmym1,-0.210225705,3.504622083,0.30581969,0.98654191
Smim24,-0.210153542,0.102750109,0.605147196,1
Zfp831,-0.210142256,5.617725542,0.054622677,0.554760649
Rln1,-0.209919608,-0.698194031,0.616132598,1
Zbtb37,-0.209908123,4.421744001,0.096563774,0.685567537
Timp1,-0.209900997,0.005427062,0.61259516,1
Ubtd1,-0.209715702,3.707049967,0.146613265,0.795616641
Ptpn4,-0.209706389,6.596324746,0.079293162,0.638946087
Dusp14,-0.209700438,4.557775699,0.088036151,0.665140766
Csk,-0.209625526,5.069652596,0.052481961,0.544627896
Gm12097,-0.209512049,-2.127102756,0.865179561,1
Ermap,-0.209458189,-0.231779081,0.600865971,1
Kcnma1,-0.209235216,6.769388099,0.069035887,0.610347209
Slc25a19,-0.208985994,5.022479935,0.063277858,0.590008657
Tti2,-0.208909376,3.989207704,0.128713212,0.763472133
Egln1,-0.208871355,6.419818577,0.025449484,0.383046239
Oxsr1,-0.208815307,6.006148586,0.029466081,0.409217717
Rmnd5a,-0.208810585,6.747651896,0.023060771,0.363892289
Tmcc2,-0.208801086,8.384760027,0.02207282,0.35614829
Sod2,-0.208577347,6.955105829,0.022400724,0.358776983
5430416O09Rik,-0.208529184,-0.097551448,0.622815203,1
Terb1,-0.208406038,-0.516468246,0.609937187,1
Gpr55,-0.208386348,-0.097867263,0.627383178,1
3110082J24Rik,-0.208355179,-0.098796653,0.626445604,1
Dip2a,-0.208330257,6.267525254,0.024509433,0.375402574
Glcci1,-0.208300312,2.642747367,0.24324214,0.94479969
Acly,-0.20822207,7.234376983,0.022299281,0.358315477
Sfxn5,-0.208066188,7.309343663,0.042298106,0.488181663
Tcte1,-0.208061319,1.374937891,0.415431697,1
Atp6v1c2,-0.207895683,-0.116839085,0.638801881,1
Wipi1,-0.207834591,4.698759709,0.067805341,0.60533335
Akap10,-0.207796673,4.495150448,0.103625092,0.705024425
Cux1,-0.207715286,5.846566871,0.098678047,0.693026631
Irf2bpl,-0.207663769,6.887701053,0.025207658,0.380561543
Arhgap32,-0.207532395,7.630037473,0.03864962,0.466736697
Erv3,-0.20749975,-0.904456988,0.672405923,1
Stmn1,-0.207495584,7.077150103,0.048144709,0.519274192
Sh3bp4,-0.207466796,5.011359539,0.086838603,0.661626916
Gm26541,-0.207279195,-0.097376646,0.612859636,1
Pkp4,-0.207139626,8.513685813,0.018021984,0.316724366
Hcfc2,-0.206916639,5.063019009,0.077150041,0.632894571
Sept1,-0.206818655,0.793952561,0.481413784,1
Coa4,-0.206728751,0.501653848,0.53541171,1
Slc39a8,-0.206662006,2.145914912,0.349065736,1
Dlgap3,-0.206533449,8.917439287,0.022528928,0.360478832
Pcdha11,-0.206530115,1.085976629,0.434050869,1
Cd33,-0.206520122,3.505721412,0.164833642,0.832270771
E330009J07Rik,-0.206481348,5.975621874,0.041344555,0.48163605
Bank1,-0.206200642,0.339097798,0.563212567,1
Nrp2,-0.206045889,6.493180903,0.042672747,0.490934981
Phf23,-0.205984466,5.313522662,0.04940883,0.524739896
Lox,-0.999201417,0.475339979,0.01334081,0.270805052
Flii,-0.205852278,5.777041124,0.052455943,0.544627896
Olfml1,-0.205799086,4.002486683,0.141246457,0.788786779
Lrch3,-0.205768608,5.450691353,0.077669684,0.634206752
Cubn,-0.205734024,0.490544473,0.531427453,1
Znrf1,-0.205695882,6.696083884,0.022377164,0.358776983
Kpna4,-0.205643236,6.649463921,0.037295034,0.459775339
Tprkb,-0.205567442,6.109111817,0.070545236,0.616503127
Slc15a4,-0.205484012,4.118048756,0.117247373,0.732157257
5730559C18Rik,-0.205482144,2.218104712,0.304332001,0.984945101
Abca7,-0.205391137,4.667179858,0.104490611,0.706383967
Junb,-0.205336289,6.301249768,0.041336224,0.48163605
Ppp2r5a,-0.205297151,6.576481957,0.025006366,0.380020622
Ptpn9,-0.205222779,5.369770377,0.054104688,0.55282643
Impdh1,-0.205174172,5.002460792,0.072041968,0.619387989
Bves,-0.205098662,2.505160512,0.296464371,0.982492329
Mrgpre,-0.205046846,2.66047876,0.277390282,0.974529227
Vsig8,-0.205034494,-0.869912036,0.657057702,1
Gm20492,-0.204968223,-1.344867076,0.800708494,1
Hsd17b7,-0.204923655,4.595962901,0.080404572,0.643304196
Zfpm1,-0.204906226,5.888186523,0.052423522,0.544627896
Triobp,-0.204794213,3.223474807,0.20305587,0.887779382
Casz1,-0.20478258,2.788547932,0.281236747,0.976810548
9130023H24Rik,-0.204743171,1.54108782,0.420802992,1
Txk,0.815257084,-3.389908975,1,1
Gbp11,-0.204677169,-0.667038461,0.634817602,1
Sfrp2,-0.204651252,0.58570871,0.508283026,1
Rasd2,-0.204483051,6.162946548,0.039390195,0.469239033
Cpne9,-0.204400632,4.260739207,0.297920984,0.982492329
Arhgef18,-0.204296226,5.946214182,0.03427106,0.442267328
Stox1,-0.204271711,1.51421773,0.41209963,1
Tigar,-0.204151578,4.95966344,0.086838949,0.661626916
Pigg,-0.204098721,4.060127218,0.122783668,0.746687099
Tmprss7,-0.204080947,-0.07889682,0.626005291,1
Tmem206,-0.204048016,3.221259493,0.197286465,0.878696181
Olfm3,-0.203827092,4.347278162,0.178635583,0.852166243
Zfp423,-0.20381678,4.775300939,0.078897751,0.637902853
Plscr1,-0.203812163,1.475466777,0.45640617,1
Cyhr1,-0.203687666,7.209280854,0.020682344,0.342065437
C130073E24Rik,-0.203666032,-0.86982022,0.660595184,1
Sipa1l2,-0.20347606,6.497557298,0.043365866,0.495418669
Ptpn13,-0.203394872,4.445357026,0.174582589,0.846178431
Fam167a,-0.203262389,1.982195473,0.37098252,1
Gm14122,-0.203162493,-0.667195579,0.61745987,1
Vwc2,-0.203053754,2.594733997,0.317858253,0.994758605
Lin9,-0.202992305,1.938002503,0.336855639,1
Sall2,-0.202929892,6.386404008,0.03319543,0.433371517
Shtn1,-0.202874088,5.5377037,0.039365825,0.469239033
Rps6ka1,-0.202824247,4.191837441,0.116020925,0.729786254
Spint1,-0.202734648,1.560706649,0.368032234,1
Kmt5c,-0.202712362,3.989398084,0.212217879,0.903012453
Msrb3,-0.202706556,2.705109229,0.306626685,0.98783986
Speer4a,-0.202671159,-1.683287013,0.803932155,1
Neat1,-0.202658703,6.627621945,0.113333292,0.729126023
Trmt2b,-0.202574738,3.565419021,0.178774535,0.852244953
Fut10,-0.202434308,3.360287179,0.190305864,0.874430386
Cdk20,-0.202293598,3.046358903,0.199843149,0.880785382
E030042O20Rik,-0.202199188,-1.343620285,0.729312588,1
Agpat4,-0.202179737,5.256622262,0.060303003,0.579235528
Zdhhc5,-0.202094223,6.097047576,0.032466402,0.428166404
Gm43194,-0.201977818,-1.106668518,0.718305744,1
Gm8098,-0.201967875,1.046789482,0.482762939,1
Foxl2,-0.201819799,-0.208628635,0.675422901,1
Dlg2,-0.201708277,8.539135725,0.021023538,0.345151215
Gm15210,-0.201656494,-1.682295583,0.786852961,1
Upf2,-0.201640905,5.70570881,0.066687042,0.601240329
Pgap1,-0.201590348,5.067346179,0.085279113,0.657452714
Gm43089,-0.20149758,-1.068930366,0.725744414,1
Agpat1,-0.201461243,7.132321156,0.024358397,0.373751725
Eif3j1,-0.201391301,4.481544778,0.089491518,0.66921954
Frmpd3,-0.201262341,5.982777116,0.072822053,0.619829981
Tmem123,-0.201229464,4.448995383,0.199340658,0.880507438
Padi2,-0.201174435,5.879624407,0.075302446,0.62817425
Neu3,-0.201170142,1.495473623,0.411913452,1
Zfp395,-0.201159973,3.740272682,0.169093839,0.83579704
Zfp995,-0.201083993,2.090354354,0.316390673,0.993843158
Naga,-0.200944021,4.441523636,0.105453832,0.709025774
Mettl4,-0.200829288,2.889212301,0.24589411,0.948736799
Gpx8,0.076882467,3.17030479,0.720350843,1
Zmat4,-0.200708779,5.758161248,0.070806812,0.616953077
Wdr74,-0.200687554,-1.066472363,0.749328505,1
Fam185a,-0.200575853,3.651146733,0.163873722,0.830195928
Tlr1,-0.200556446,0.367149238,0.596671935,1
Fam20c,-0.200548382,5.241241336,0.075904376,0.630105861
Tpra1,-0.200535633,4.531569893,0.086054435,0.660103314
Gm4735,-0.200363906,0.257893956,0.567712095,1
6030419C18Rik,-0.200360216,7.738207375,0.028379575,0.402130155
Dimt1,-0.200334635,3.490103125,0.197929405,0.879679088
4930590J08Rik,-0.200094286,0.457370275,0.577945348,1
Dpysl3,-0.200040171,5.831668408,0.056398588,0.562304457
Tmem185a,-0.200038343,4.956911474,0.080705562,0.643603172
Plxnd1,-0.200013342,5.60895144,0.14246628,0.788786779
Prkar1b,-0.199998096,9.150807103,0.031721941,0.422668945
Ccrl2,-0.199978997,0.07764077,0.669781521,1
Bcdin3d,-0.19993115,1.893905074,0.353331365,1
Cep170,-0.199923047,6.392453216,0.034953943,0.44739162
Snap29,-0.199896408,4.709930512,0.079223885,0.638576887
Nhlrc1,-0.199894322,3.750547745,0.177898222,0.850363307
Gm12447,-0.199874884,-0.464542222,0.643465081,1
Nbeal1,-0.199849834,4.72427732,0.104140211,0.705675019
Otud1,-0.199826279,4.290879267,0.140321223,0.788412308
Heatr5a,-0.199739682,3.985200606,0.149538728,0.798873359
Commd7,-0.199699548,4.35944438,0.108090233,0.715693541
Wdr78,-0.199673401,3.862257516,0.220744899,0.918173313
C130060C02Rik,-0.199602996,-1.342948931,0.755821855,1
Rimbp3,-0.19943952,1.975938964,0.400225908,1
Gm44591,-0.199102185,-0.167774067,0.666991123,1
Homer2,-0.199058275,6.756711431,0.035960098,0.452687551
Osr1,-0.19902606,2.075388892,0.38081204,1
Nfix,-0.199020896,8.981115999,0.034222352,0.442267328
Gprin1,-0.198993489,7.703728108,0.03893882,0.467372596
Scel,-0.198971629,0.767824888,0.483294826,1
Baiap2l1,-0.078750385,2.096215717,0.821585779,1
Hdac9,-0.198913813,5.369362366,0.06650381,0.601155761
Edaradd,-0.198896726,-0.667213591,0.729590049,1
Nr2c1,-0.198804462,3.793408428,0.187153114,0.868594673
Gm14276,-0.198770228,-0.837809258,0.655548974,1
Gpr26,-0.198748944,7.362447101,0.038771679,0.466736697
Hsbp1l1,-0.19863927,-0.308737793,0.625882058,1
Tjp1,-0.19861613,6.996489937,0.039433119,0.469290824
Bcr,-0.19858505,7.619068707,0.030639389,0.416555218
Pmepa1,-0.198407864,5.143061654,0.066706311,0.601240329
Elp4,-0.198397878,3.525380505,0.177433908,0.849735707
Prelp,-0.198356858,5.969203992,0.168273168,0.834924466
Tmem231,-0.198305266,4.030859001,0.158026155,0.816964894
